Broj,Kupac naziv,Adresa,Mjesto,OIB kupca,"Nadnevak
(datum izdavanja raèuna)",Datum predviðene isporuke,Vrijeme izrade,Dospijeæe plaæanja,Usluga ili proizvod,JM,Kolièina,Cijena,Rabat,Iznos,Usluga ili proizvod 2,JM 2,Kolièina 2,Cijena 2,Rabat 2,Iznos 2,Usluga ili proizvod 3,JM 3,Kolièina 3,Cijena 3,Rabat 3,Iznos 3,Usluga ili proizvod  4,JM 4,Kolièina 4,Cijena 4,Rabat 4,Iznos 4,Usluga ili proizvod 5,JM 5,Kolièina 5,Cijena 5,Rabat 5,Iznos 5,UKUPNO Iznos (1+5),Napomena,Napomena predujam,"Iznos naplaæen
  GOTOVINOM
","Iznos naplaæen 
VIRMANSKI
preko raèuna","Broj
-izvoda-uplatnice","Nadnevak
datum uplate",,,,,,,
561-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
562-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
563-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
564-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
565-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
566-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
567-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
568-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
569-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
570-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
571-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
572-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
573-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
574-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
575-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
576-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
577-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
578-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
579-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
580-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
581-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
582-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
583-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
584-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
585-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
586-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
587-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
588-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
589-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
590-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
591-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
592-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
593-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
594-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
595-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
596-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
597-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
598-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
599-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
600-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
601-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
602-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
603-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
604-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
605-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
606-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
607-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
608-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
609-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
610-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
611-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
612-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
613-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
614-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
615-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
616-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
617-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
618-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
619-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
620-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
621-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
622-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
623-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
624-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
625-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
626-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
627-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
628-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
629-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
630-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
631-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
632-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
633-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
634-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
635-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
636-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
637-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
638-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
639-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
640-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
641-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
642-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
643-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
644-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
645-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
646-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
647-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
648-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
649-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
650-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
651-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
652-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
653-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
654-1-1,,,,,,,,,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € ,,,, -   € ,, -   € , -   € ,Osloboðeno PDV-a temeljem èlanka 90. st. 1  Zakona o PDV-u,,, -   € ,,,,,,,,,
